index,target
37891024,5223
37975651,5223
37996995,5223
38065882,5223
38069629,5223
38087078,5223
38186102,5223
38197902,5223
38201794,5223
38318937,5223
38350874,5223
38452222,5223
38461995,5223
38486009,5223
38519962,5223
38595176,5223
38721378,5223
38762250,5223
38798050,5223
38821257,5223
38821768,5223
38861684,5223
38861847,5223
39016989,5223
39057971,5223
39100180,5223
39117510,5223
39148464,5223
39169231,5223
39193439,5223
39211891,5223
39225050,5223
39269434,5223
39299018,5223
39381600,5223
39397360,5223
39526670,5223
39532314,5223
39532591,5223
39556568,5223
39588571,5223
39667691,5223
39691396,5223
39774797,5223
42516034,5223
45404924,5223
46173172,5223
47016836,5223
47929938,5223
49476030,5223
50082321,5223
50336950,5223
50337796,5223
50596792,5223
50600889,5223
50619999,5223
50753364,5223
50832617,5223
51858443,5223
52255114,5223
53313677,5223
53838678,5223
54089509,5223
54094551,5223
54118501,5223
54176059,5223
54180928,5223
54208584,5223
54211115,5223
54219973,5223
54272182,5223
54330279,5223
54353755,5223
54429194,5223
54779353,5223
55012176,5223
55035047,5223
63613853,5223
65542146,5223
65581311,5223
66033381,5223
66112678,5223
66123713,5223
66133226,5223
66143803,5223
78467905,5223
78474483,5223
78676578,5223
78799457,5223
78803142,5223
78820452,5223
88082706,5223
91380890,5223
91516682,5223
91675524,5223
91812887,5223
92162921,5223
92280387,5223
92334523,5223
92373253,5223
92418144,5223
92424966,5223
92677370,5223
92732961,5223
92865305,5223
92953180,5223
92961057,5223
93012958,5223
93097616,5223
93159505,5223
93224271,5223
93363651,5223
101521495,5223
101591406,5223
101743208,5223
101808997,5223
101812383,5223
101903011,5223
101922721,5223
101956485,5223
102077885,5223
102174148,5223
102220307,5223
102301066,5223
102343484,5223
104961372,5223
106033656,5223
110206004,5223
110219818,5223
110266508,5223
110276159,5223
110359189,5223
110575229,5223
110655004,5223
110687750,5223
110792257,5223
110813793,5223
110946103,5223
110972064,5223
110986051,5223
111131689,5223
111408994,5223
111518635,5223
111675912,5223
111715610,5223
111789274,5223
112010453,5223
112132676,5223
112189543,5223
112392896,5223
112538404,5223
112609512,5223
113119434,5223
113295902,5223
113599013,5223
113630976,5223
113677638,5223
113854565,5223
113870859,5223
114201478,5223
114358798,5223
114510767,5223
114638382,5223
114692933,5223
114747492,5223
114748574,5223
114833580,5223
114928513,5223
114951630,5223
122669343,5223
123241668,5223
123312772,5223
124251925,5223
125667257,5223
125766533,5223
125766862,5223
125834802,5223
125855324,5223
125927274,5223
125927978,5223
126044998,5223
126112337,5223
126118603,5223
126130494,5223
126235090,5223
126424746,5223
126528774,5223
126636278,5223
126638961,5223
126706852,5223
126896010,5223
127008792,5223
127045399,5223
127133364,5223
128436756,5223
128610148,5223
128836236,5223
128943398,5223
128953794,5223
129027080,5223
129145091,5223
129160495,5223
129256244,5223
129389497,5223
130016626,5223
156729466,5223
165453988,5223
165456431,5223
165509164,5223
165617460,5223
165648258,5223
165671095,5223
166890098,5223
166964894,5223
168121628,5223
168152741,5223
168454499,5223
168626141,5223
168762393,5223
168962975,5223
168988450,5223
169115746,5223
169204202,5223
169227088,5223
169271907,5223
169272227,5223
169312087,5223
169333254,5223
169334893,5223
169382124,5223
169432430,5223
169490962,5223
169500269,5223
169528627,5223
169750061,5223
169753803,5223
169908991,5223
170056233,5223
170058377,5223
170114252,5223
170120595,5223
170128504,5223
170130308,5223
170171790,5223
170202431,5223
170203075,5223
170227345,5223
170240484,5223
170292884,5223
170360478,5223
170385273,5223
170385352,5223
170423164,5223
170433248,5223
170479546,5223
170489455,5223
170568487,5223
170572277,5223
170614860,5223
170615722,5223
170743799,5223
170747530,5223
170840337,5223
170852068,5223
170890720,5223
170951192,5223
170963840,5223
171053797,5223
171530766,5223
173016079,5223
173083971,5223
173254765,5223
177219101,5223
177417071,5223
177574039,5223
177661080,5223
177854333,5223
177974746,5223
177986143,5223
178053318,5223
178106181,5223
178168946,5223
178176400,5223
178209154,5223
178268691,5223
178928960,5223
179110817,5223
179274771,5223
179336892,5223
179465121,5223
179526443,5223
179846865,5223
179994859,5223
180112448,5223
180248660,5223
180253576,5223
180333037,5223
182285009,5223
182631874,5223
182719902,5223
183233002,5223
183325337,5223
183439697,5223
183529443,5223
183817261,5223
183857703,5223
184123877,5223
187168224,5223
200797872,5223
201010730,5223
201918133,5223
201943589,5223
201953091,5223
202011591,5223
202241974,5223
207983110,5223
209629993,5223
209960594,5223
211344068,5223
212080392,5223
212542444,5223
218633521,5223
218843326,5223
220367317,5223
220379857,5223
237459583,5223
237668486,5223
237793771,5223
237843121,5223
237922588,5223
237955561,5223
238260899,5223
238262025,5223
238416104,5223
238430857,5223
250085404,5223
250406224,5223
250498887,5223
250639620,5223
250642323,5223
250661245,5223
250687973,5223
256684576,5223
256795709,5223
257158065,5223
259378498,5223
259490623,5223
259597510,5223
259623732,5223
260046303,5223
261054572,5223
261218168,5223
267535530,5223
267589352,5223
268455604,5223
271601551,5223
272122205,5223
272803106,5223
272807223,5223
272816934,5223
277596589,5223
277674444,5223
277798818,5223
278102958,5223
278946498,5223
280052938,5223
280481547,5223
282010597,5223
291492948,5223
291519170,5223
291520040,5223
291620781,5223
291759025,5223
291787427,5223
291826345,5223
291884248,5223
291901094,5223
292057839,5223
292204464,5223
292408606,5223
292427986,5223
313123976,5223
315439074,5223
318502932,5223
324562960,5223
324583404,5223
325103184,5223
325974443,5223
326099517,5223
326284429,5223
326902395,5223
327058382,5223
327254418,5223
327262134,5223
327370410,5223
327518758,5223
327710095,5223
327766949,5223
327890039,5223
328070002,5223
328114612,5223
342178557,5223
342903260,5223
349452372,5223
351319148,5223
351573796,5223
351672792,5223
352259881,5223
352384982,5223
352595806,5223
352655396,5223
352681339,5223
354468006,5223
354504887,5223
354535093,5223
354845144,5223
354869981,5223
356032441,5223
356121225,5223
361248326,5223
361767600,5223
361833553,5223
362042180,5223
362094444,5223
362109045,5223
362231124,5223
362359600,5223
363957093,5223
371494013,5223
383900392,5223
384202294,5223
384297602,5223
384328210,5223
384336481,5223
384349567,5223
384356727,5223
384368333,5223
391899107,5223
391926716,5223
391936484,5223
391944180,5223
391950172,5223
391951304,5223
391951346,5223
391984762,5223
391986661,5223
391989588,5223
391995271,5223
392000086,5223
392014537,5223
392015806,5223
392051631,5223
392054650,5223
392074727,5223
392082806,5223
392090474,5223
392100396,5223
392164204,5223
392172459,5223
392177988,5223
392236142,5223
392260789,5223
392331733,5223
392333405,5223
392352315,5223
392361003,5223
392373319,5223
392455584,5223
392561559,5223
392748239,5223
392792206,5223
392829668,5223
392833363,5223
392906833,5223
392908057,5223
392934855,5223
392937027,5223
394464215,5223
355654541,5223
28366241,5223
39131451,5223
327799217,5223
38137823,5223
126124496,5223
361973725,5223
291268369,5223
170098517,5223
36420726,5223
33795049,5223
111492513,5223
93344944,5223
313422084,5223
32813048,5223
31922657,5223
354693207,5223
32699381,5223
111928042,5223
168881796,5223
37478563,5223
87577790,5223
292130980,5223
39686848,5223
46686092,5223
50007760,5223
51023068,5223
208016803,5223
27002977,5223
37644443,5223
179375925,5223
351465260,5223
31573508,5223
33615464,5223
28126284,5223
33112375,5223
211757677,5223
354902975,5223
169156835,5223
328072123,5223
39628449,5223
28420334,5223
199738062,5223
27918562,5223
35417717,5223
28552954,5223
354662661,5223
32105329,5223
114566916,5223
105728307,5223
27735948,5223
328045014,5223
202418225,5223
34863035,5223
128590499,5223
30380643,5223
88066751,5223
50534851,5223
182645514,5223
29512445,5223
39233792,5223
169947197,5223
30358769,5223
29011883,5223
181153196,5223
114147174,5223
54219259,5223
39035436,5223
104696529,5223
45986726,5223
33544131,5223
129031808,5223
180132184,5223
27403856,5223
27695181,5223
93393600,5223
327129849,5223
324527162,5223
35921743,5223
169981119,5223
38494785,5223
270094505,5223
268482376,5223
30582872,5223
168386187,5223
29712429,5223
179394408,5223
256911320,5223
91460921,5223
170076159,5223
36410688,5223
39548793,5223
182667203,5223
237594028,5223
38994697,5223
37665734,5223
32559897,5223
328024747,5223
31244306,5223
122630835,5223
39061315,5223
362503619,5223
211002386,5223
101486633,5223
110148431,5223
218599404,5223
26790408,5223
102220501,5223
34731183,5223
351566053,5223
33160620,5223
177242595,5223
34987417,5223
28295890,5223
36940475,5223
31483749,5223
237946044,5223
169343023,5223
114025382,5223
43158125,5223
257039243,5223
50107451,5223
179368485,5223
28332663,5223
169342090,5223
30437705,5223
27814298,5223
169652702,5223
169780644,5223
250404416,5223
29502908,5223
26539791,5223
102026197,5223
181280666,5223
27360351,5223
26954430,5223
30023963,5223
37237567,5223
170485427,5223
28846466,5223
111455339,5223
170975768,5223
28791736,5223
326141474,5223
168958041,5223
37165345,5223
212021260,5223
39391859,5223
33116834,5223
91927827,5223
36525403,5223
54900307,5223
32290250,5223
36452661,5223
31647009,5223
186462051,5223
361389463,5223
66132161,5223
184304221,5223
32851261,5223
39366184,5223
183612297,5223
26650085,5223
27568212,5223
183221382,5223
37471967,5223
170855696,5223
184937495,5223
114216286,5223
364029440,5223
32865260,5223
123246797,5223
126199999,5223
32791313,5223
31168496,5223
179325937,5223
51805910,5223
211383219,5223
292256646,5223
29494570,5223
128033685,5223
169486131,5223
37101887,5223
170892045,5223
31392006,5223
33840722,5223
315309114,5223
37037583,5223
170352555,5223
33633674,5223
237898377,5223
169871871,5223
113320714,5223
30968388,5223
291733828,5223
178112925,5223
30893195,5223
250354664,5223
29143340,5223
218138535,5223
26932676,5223
202591095,5223
38271562,5223
27092218,5223
113509431,5223
37363092,5223
33780330,5223
112091462,5223
208132918,5223
37487239,5223
278827814,5223
33332061,5223
106021032,5223
35993644,5223
92676776,5223
110721209,5223
170282289,5223
177286465,5223
34404882,5223
29419683,5223
327696341,5223
128829564,5223
27443266,5223
37333417,5223
315350044,5223
179317874,5223
110583110,5223
250720103,5223
38077941,5223
211442284,5223
182702269,5223
250591100,5223
78841934,5223
29553960,5223
342751745,5223
291092735,5223
38982566,5223
34834093,5223
38013120,5223
211258347,5223
50563448,5223
66064234,5223
66363074,5223
351914548,5223
35530696,5223
179358361,5223
167968777,5223
327648149,5223
37435419,5223
39380288,5223
114345227,5223
126638198,5223
33575667,5223
28400267,5223
35323073,5223
50939925,5223
178104819,5223
34338424,5223
30911806,5223
171756715,5223
105648522,5223
30715747,5223
34342490,5223
272802483,5223
177279457,5223
27912375,5223
54514888,5223
276883025,5223
169802715,5223
29783367,5223
45761779,5223
38629444,5223
169598690,5223
31938805,5223
170299717,5223
102226246,5223
37180831,5223
180386876,5223
28245146,5223
34894770,5223
50160152,5223
362071532,5223
353332567,5223
166760006,5223
31917836,5223
110470747,5223
122688711,5223
212091814,5223
328081348,5223
114478149,5223
181316160,5223
115041818,5223
30576450,5223
272600414,5223
268299121,5223
114379479,5223
35122467,5223
46557560,5223
126308012,5223
180365163,5223
54338652,5223
87540934,5223
88077661,5223
101698075,5223
127702621,5223
36235490,5223
42330994,5223
114296617,5223
36398156,5223
327510034,5223
170765640,5223
354464663,5223
36699201,5223
128828699,5223
126382563,5223
184168935,5223
31543869,5223
200198979,5223
28422282,5223
173683499,5223
29109498,5223
170692175,5223
280302928,5223
50349938,5223
168927680,5223
250359918,5223
39394691,5223
50664681,5223
170997750,5223
29268139,5223
35183885,5223
315302211,5223
315004401,5223
128718536,5223
30972684,5223
91447548,5223
34074339,5223
33269634,5223
209120468,5223
328012576,5223
184244510,5223
54451163,5223
92895960,5223
291527258,5223
50732297,5223
179927243,5223
30820905,5223
182215910,5223
168638053,5223
37198945,5223
180938769,5223
250673899,5223
39083406,5223
33860776,5223
42520670,5223
111119698,5223
184819742,5223
178172981,5223
199841115,5223
261392444,5223
66335706,5223
126992467,5223
326281658,5223
356037696,5223
29791438,5223
30733384,5223
91128134,5223
114784417,5223
125292922,5223
326891727,5223
129924333,5223
352251907,5223
37787357,5223
78679623,5223
38965924,5223
111764928,5223
28666648,5223
361733943,5223
27107708,5223
66154013,5223
237741774,5223
42783214,5223
212176243,5223
171163605,5223
39713502,5223
32269924,5223
342919306,5223
259720689,5223
180448691,5223
362106558,5223
212114259,5223
218369674,5223
33916809,5223
113912590,5223
33948550,5223
169906959,5223
39486584,5223
125993733,5223
35926971,5223
166397492,5223
123809156,5223
104700805,5223
114563177,5223
354950498,5223
361611956,5223
